epoch,loss,r2,val_loss,val_r2
103.0,24071843.50233645,0.7445191231384589,19132035.685185187,0.759655578812375
104.0,23865862.905957945,0.7654195651528134,19106402.180555556,0.8324100726256404
105.0,23919305.806074765,0.7493313945588769,19549325.925925925,0.7575997360605713
106.0,24507774.99415888,0.756776574518394,21855513.736111112,0.8084600944374514
107.0,23757310.707943924,0.7483722808712842,19823841.87962963,0.7958633235304382
108.0,23795543.58703271,0.7538546313156285,20388673.962962963,0.7693851184715556
109.0,24302896.93808411,0.7250591277114563,20879129.574074075,0.8321071600356292
110.0,23842286.24941589,0.7590191571057722,19631064.337962963,0.7651190472906573
111.0,23376845.453271028,0.7529466411829469,22994498.675925925,0.7211528986693372
112.0,23995328.61682243,0.7458477054657623,19503445.787037037,0.801810386861778
113.0,24507543.93983645,0.7170122379755801,19467903.212962963,0.8120713508473486
114.0,23467947.41588785,0.7575515228004577,21044532.37037037,0.8179716257802713
115.0,24634604.07359813,0.768901628913161,19164941.62962963,0.7546402754118812
116.0,24450409.13084112,0.7644308453725669,35265343.37037037,0.68155079960761
117.0,24800337.161799066,0.7304287673827751,20759825.0,0.8009096921230011
118.0,23533372.20998832,0.7880481017124226,20839781.555555556,0.7021828145304425
119.0,24744041.797897197,0.7370038377307492,19108708.638888888,0.7766439836901537
120.0,24372016.588200934,0.7662435682910268,22963623.462962963,0.7270734422842702
121.0,23876812.46670561,0.7438795557399621,19866666.537037037,0.7908140762617502
122.0,23553541.349299066,0.7667757064993304,19964290.935185187,0.7094067590602513
123.0,23850686.894859813,0.7289015220619398,19168420.513888888,0.8288018821183469
124.0,23421924.82126168,0.751515649463186,19636450.50462963,0.7295109675039497
125.0,23808082.485981308,0.7518016734864882,20741276.671296295,0.7845153966473193
126.0,23108512.550233644,0.772683795268476,22786510.712962963,0.7577634288147972
127.0,24238192.712616824,0.7384624539157614,20047626.680555556,0.7999885951174174
128.0,23125310.27453271,0.7539980823208645,21268632.240740743,0.7425706190098394
129.0,23306037.792056076,0.742528956877683,19307847.287037037,0.8083370333017443
130.0,23401104.31308411,0.7632588115634916,19155299.319444444,0.8014904089104117
131.0,23663170.44275701,0.7326021737459386,19439322.009259257,0.8000765106955674
132.0,23468655.37149533,0.7583018818517157,19641814.5,0.7841792786509908
133.0,23007787.075934578,0.744521628278511,19683405.361111112,0.8075460775961408
134.0,24018714.829439253,0.7592494285448717,21551392.662037037,0.8494327441838975
135.0,23517742.5385514,0.7611441284762621,22221577.537037037,0.7291086494323599
136.0,23499356.40186916,0.7337386341478606,19967500.796296295,0.7403678903802915
137.0,23393773.070093457,0.7515640672963592,19156329.717592593,0.7963554135375976
138.0,23342228.275700934,0.734866261698132,20542487.14351852,0.8253530715816895
139.0,23397899.754672896,0.7318829841520484,19761242.39814815,0.7264519216231942
140.0,23774187.57126168,0.7394644912790462,21066696.203703705,0.7490760127744436
141.0,23281938.984813083,0.7324759830865621,19028683.342592593,0.8080560024543806
142.0,22846444.72546729,0.7635394875815237,18983986.666666668,0.8195254412049668
143.0,22886409.66296729,0.7517511583617563,19667865.12962963,0.7046374120693925
144.0,23528585.741530374,0.7326915643848255,19443262.041666668,0.8186280695673981
145.0,24050324.239485983,0.7687388940689432,19108835.712962963,0.8028084154678837
146.0,23061138.903037384,0.7340495880230086,19090786.615740743,0.805233989660199
147.0,23651821.581775703,0.7538249467054424,19974362.64814815,0.7600811718121242
148.0,23767429.66121495,0.7582182666143544,19067637.73148148,0.8137181512890612
149.0,22730015.528037384,0.7486992027008712,19294395.074074075,0.7672722646198046
150.0,23521267.92932243,0.7337814144271663,19162534.85185185,0.8075512784093234
151.0,23288232.382009346,0.7460356144139684,23101468.592592593,0.7873638359201045
152.0,23262044.045560747,0.7535390376288981,19923470.569444444,0.8542817795026535
153.0,22662308.68691589,0.7352891713216131,19540308.592592593,0.8100951560667733
154.0,24206260.293224297,0.7548117094643318,19638768.35185185,0.7582940818730187
155.0,22879896.054906543,0.7530347739909169,21087834.407407407,0.7812199617953233
156.0,23551629.534462616,0.7552309046848942,21265890.416666668,0.7938400950476411
157.0,23870717.980724297,0.7455528745840639,20731901.75,0.8039338017052442
158.0,22734749.55373832,0.7745769820474264,19706323.310185187,0.7234309355768447
159.0,23119869.36915888,0.7454182158303521,19989017.027777776,0.7419349467778065
160.0,23240872.56834112,0.7552352188895924,19877203.39814815,0.8239697352226714
161.0,23301287.9614486,0.736398744786093,20145929.944444444,0.7817625234211526
162.0,22855945.762850467,0.7498816806571186,19166412.35648148,0.7896994863644321
163.0,23554202.039719626,0.7517497930057206,19349183.5,0.8219341901541526
164.0,22762632.640771028,0.7395881075466108,20557885.092592593,0.7741822942748231
165.0,22955124.224299066,0.7524221696977195,19352459.444444444,0.7976550312542413
166.0,22908475.992990654,0.7480557696501836,19876282.453703705,0.7774803059061112
167.0,22871750.358644858,0.757767847748039,20770226.888888888,0.7407102678430435
168.0,23164944.87149533,0.738113256759188,20500386.333333332,0.7897324609071185
169.0,23296601.2114486,0.7413078464291527,20111515.314814813,0.7833783162448518
170.0,23109221.308411215,0.7410985225209377,19950796.89814815,0.7768859013745126
171.0,22649320.78271028,0.7598779467302745,20479010.685185187,0.7465945107582098
172.0,23174345.843457945,0.7625686954443776,19468841.796296295,0.8174361315300315
173.0,22447079.84287383,0.7551539935614552,19224258.87962963,0.7792603360566608
174.0,22381031.516939253,0.7705088926242731,19707221.62962963,0.8013803377947823
175.0,22497519.805490654,0.7732173277323934,24285849.185185187,0.7346190099688731
176.0,22648432.921728972,0.7689531698042898,19219274.564814813,0.7881283868300033
177.0,22532492.61682243,0.7484092492558723,19300743.324074075,0.8186199646764222
178.0,22343318.947429907,0.7635864872301537,19629747.657407407,0.7445322505734113
179.0,22506386.94100467,0.7441555402324835,19925141.009259257,0.8027806994502222
180.0,22556744.825934578,0.7580531519933308,18821790.51851852,0.8085465421714858
181.0,22323918.510514017,0.7891224694702443,18944593.157407407,0.7978544383300135
182.0,22358935.18691589,0.7542969932077679,24007033.185185187,0.7259516341233563
183.0,22487069.94859813,0.756309969916852,18952254.944444444,0.73522100945597
184.0,23093334.858060747,0.7498278310220194,19522755.490740743,0.7198915295346517
185.0,22167388.968457945,0.7668339502211587,19250194.555555556,0.7468329031612998
186.0,23351358.094042055,0.7528391097276717,19494527.287037037,0.8011067572825658
187.0,22363621.629672896,0.7279032665301227,21044467.925925925,0.7504710368279324
188.0,22356843.325934578,0.7711769412994713,21793786.944444444,0.7451554324366768
189.0,21772870.199182242,0.7783910664201833,19918716.490740743,0.8105649918486626
190.0,22090702.05373832,0.7665762641244995,20947677.85185185,0.7831309821296685
191.0,22318876.81834112,0.7661596448754862,21327089.796296295,0.8024477628821562
192.0,22320091.824182242,0.7649914711187827,18718294.583333332,0.8184810394059302
193.0,22206590.977803737,0.7756401966578682,19467684.064814813,0.8056054149400729
194.0,22291107.40186916,0.7746076402374416,19679830.12037037,0.8131829026703747
195.0,22317607.18808411,0.7522605514599534,22420105.592592593,0.7213913804533987
196.0,22844352.822429907,0.7869298007068599,19319011.62962963,0.7855966085026901
197.0,22749699.320093457,0.7641495296958505,23793434.907407407,0.7536112741367366
198.0,22348742.97313084,0.7427285987070142,19519125.805555556,0.7844933743827018
199.0,22260913.14953271,0.7527284418161083,18904452.611111112,0.8198852099827187
200.0,21858826.754672896,0.7566119180518815,19411917.388888888,0.8002737987486898
201.0,21810602.156542055,0.7914660693449408,22788111.944444444,0.7682375157531169
202.0,22450259.400700934,0.7602504768069591,20543220.074074075,0.7656037174508422
203.0,22676630.733644858,0.7481239071579022,20137595.310185187,0.8136735856308489
204.0,23176543.1875,0.7685346975687303,19022708.185185187,0.7882006013589357
205.0,22199264.52686916,0.7592771132526064,19111043.157407407,0.794750711128014
206.0,22387931.925233644,0.7717144953419414,20895845.657407407,0.7587385562782878
207.0,22232900.25584112,0.7674010552286845,26011541.64814815,0.7295596572084972
208.0,22315537.528037384,0.7642038212117348,19799962.166666668,0.7850733789879231
209.0,22699854.50350467,0.7646569298930956,22090867.259259257,0.7871720841382815
210.0,22393725.641939253,0.7577500541148179,19502464.23148148,0.7933560791420708
211.0,22020593.58878505,0.7726514724611526,19202229.89351852,0.8114688576880079
212.0,21825041.89369159,0.7676446175973185,19711807.657407407,0.7995109460874756
213.0,21138013.612149533,0.7790050678130227,20236108.814814813,0.7711032237444899
214.0,21638831.53621495,0.7778655286909621,19063001.73148148,0.8095392096822887
215.0,21951284.852803737,0.7875014848259689,19641908.37962963,0.7622835842721373
216.0,21986628.906542055,0.7800860453345312,19398970.127314813,0.8403240999464634
217.0,22121628.25233645,0.7664173320189119,20907796.759259257,0.7797829271777595
218.0,21842586.669392522,0.7596636230393389,19642129.530092593,0.7953526986336125
219.0,21731610.422897197,0.7734069348200718,18496945.662037037,0.8184913715225014
220.0,21898073.022196263,0.7805691482262583,18509905.203703705,0.7600085969621726
221.0,21804299.810747664,0.7516551757381911,18989917.407407407,0.7623222365278591
222.0,21132053.206775703,0.7644168932836851,20551225.51851852,0.7546669688526413
223.0,21484886.260514017,0.758043053302674,18684476.625,0.8042229483497825
224.0,20994118.341121495,0.7690054629382699,18350925.444444444,0.8137250547334309
225.0,21673059.067172896,0.7706364638633434,19034294.583333332,0.763628593909809
226.0,20960496.615070093,0.7709194548773344,18895812.638888888,0.8310531951827236
227.0,20884300.480140187,0.751617000312485,18082454.090277776,0.7881460216432424
228.0,20523378.287383176,0.7543439906783693,17921171.35185185,0.8220466293989074
229.0,20994958.290303737,0.7804001950076515,18186183.513888888,0.8209115603459762
230.0,21386715.827102803,0.761974235138684,17953038.324074075,0.8123998884123852
231.0,20868605.63317757,0.7696868314171629,20405365.98148148,0.7943411491525905
232.0,21317263.323014017,0.784737213905749,20720228.666666668,0.7683523151626346
233.0,21146548.40186916,0.7608988645881837,17984499.22685185,0.7787557953368444
234.0,21470246.273364484,0.7387187617153994,17705209.925925925,0.7611895799952515
235.0,20649661.78271028,0.7968476123489976,19542395.638888888,0.7628432497123071
236.0,21222329.8364486,0.7654022150890581,19568390.759259257,0.7658091209637682
237.0,21169987.13084112,0.772536949145401,17956938.402777776,0.8122537650207365
238.0,20275553.65332944,0.7789807842031298,18591002.990740743,0.8050910400029594
239.0,21182821.12733645,0.7708479555274158,23647520.85185185,0.7283527113707596
240.0,21664278.47546729,0.7401308196378809,19207121.842592593,0.7303183538552317
241.0,20486462.359813083,0.7719319379051771,18000140.180555556,0.7981515559179339
242.0,20446296.47254673,0.7787066368250948,19527592.074074075,0.8058640939605517
243.0,21097993.97546729,0.7706735794854555,18591786.51851852,0.7790904826359528
244.0,20668927.144859813,0.7736450329099742,18348495.509259257,0.7842396973024549
245.0,20853343.049065422,0.7980258377817051,20657710.240740743,0.8003538069841544
246.0,20265797.33878505,0.7888597710231015,20566525.87962963,0.7783576073410414
247.0,20344116.425233644,0.7718471036706215,19064556.296296295,0.7898080962527809
248.0,20941937.164719626,0.7422841019383879,20511922.689814813,0.8009056716614404
249.0,20304628.533878505,0.7814593613785926,18950047.87962963,0.7400960469537494
250.0,21052554.02161215,0.7626902866415888,19386648.041666668,0.7947205166245302
251.0,20787617.13084112,0.7726457603223594,18943404.592592593,0.8148165856533459
252.0,20170267.516355142,0.7660916324167687,18032343.097222224,0.8080601471982825
253.0,20249997.355140187,0.7733658359573125,19581571.074074075,0.8206387665792657
254.0,20723248.821845796,0.7758640808621333,18629160.87037037,0.6859797515768858
255.0,20162564.22371495,0.780310365327042,20474116.73148148,0.7620758652720525
256.0,21945596.99766355,0.7576831299436886,18308447.333333332,0.8132323962594603
257.0,19921192.93224299,0.7706111765505321,20826478.259259257,0.7364550695778597
258.0,20331206.674649533,0.7900948118794027,18281533.02314815,0.8069047663583336
259.0,20434652.176985983,0.779827745064538,18958982.662037037,0.814348033143896
260.0,20092096.450934578,0.7978273797412706,19643301.666666668,0.7536179554359784
261.0,20042551.857476637,0.7534152236282289,18117474.361111112,0.7976041123296335
262.0,20318292.268983644,0.773389132551961,19208842.5,0.7117138702038015
263.0,20154785.447429907,0.7840125083084645,19668398.296296295,0.7582796865131272
264.0,21503527.27599299,0.7722174838580387,18630797.888888888,0.819090195460584
265.0,19759974.77453271,0.7829833453925393,18033957.712962963,0.8284110863483266
266.0,20429546.55724299,0.7936120572687324,18640552.055555556,0.8026222980639369
267.0,20060019.297897197,0.7602716675306311,18691258.166666668,0.7186458691216319
268.0,19938274.912383176,0.8005712817175177,18069865.342592593,0.8362138976623732
269.0,20152344.108644858,0.7841766859001331,24758876.62962963,0.730266078599969
270.0,20701856.6635514,0.7948850842155635,18140649.171296295,0.8018890196069939
271.0,19839380.71495327,0.7543902045288055,18308226.884259257,0.8565875580134251
272.0,20352676.727803737,0.7906868383301723,18180119.277777776,0.8214370785074662
273.0,20404929.269859813,0.7762451505331996,19268852.814814813,0.7963515891093458
274.0,20140681.314252336,0.7731862694728355,19771600.694444444,0.7785466668254531
275.0,19938385.245911215,0.7896850443134419,18693147.98148148,0.7533188310997111
276.0,19538046.822429907,0.80655320661247,18367705.574074075,0.7877845146790834
277.0,19945101.639018692,0.7845884515715817,22351692.261574075,0.8190928164412534
278.0,20790086.49766355,0.7803584427004441,18517832.166666668,0.7953716573217072
279.0,19622931.427570093,0.79470132315972,19584837.14814815,0.7813204460927291
280.0,19969535.56542056,0.8003251213402369,19222868.842592593,0.8092353687878636
281.0,19357781.206775703,0.789578320119766,18838541.23148148,0.8312393352105814
282.0,19481542.614485983,0.7865145209872039,21832278.574074075,0.5847063097752634
283.0,19912205.689252336,0.7964202694257301,22547360.037037037,0.7398288728212379
284.0,19246811.507593457,0.7977512954390422,19129918.407407407,0.7364376677817398
285.0,20146980.3989486,0.7810465165312224,18883876.046296295,0.8093847277292953
286.0,19571554.65420561,0.7922778216518815,18928445.546296295,0.7220102894959205
287.0,19274272.03212617,0.7915297447955219,18000273.486111112,0.8043705616360007
288.0,19383763.454439253,0.7928478409288094,19615397.537037037,0.8208297860137718
289.0,20103136.642523363,0.7747216756442504,18676161.222222224,0.8348933250968555
290.0,19797446.57067757,0.765331152494541,19751854.967592593,0.7819257641037973
291.0,19961741.21728972,0.8072589841755128,18226742.287037037,0.7756710398181916
292.0,19218616.849299066,0.7677643032772816,19666016.675925925,0.7631875772492864
293.0,19322715.193925235,0.7715469662300486,19643672.22685185,0.8103508206613074
294.0,19235433.547897197,0.7703914165910996,18883787.425925925,0.796926669433465
295.0,20166500.68399533,0.7703252834804944,18704377.14814815,0.7679301686608974
296.0,19588118.4614486,0.773955281393904,19432815.342592593,0.815352943933577
297.0,19382278.150116824,0.7926770935625508,18212636.87037037,0.7677454543435486
298.0,19932322.422897197,0.7661246128930361,18742423.280092593,0.8169093127686216
299.0,19377822.947429907,0.7972023715839466,21392847.703703705,0.7427852833830786
300.0,19645093.381425235,0.7823171658124746,18516921.444444444,0.8222555358350186
301.0,19669813.243866824,0.76473654946489,19541469.986111112,0.766064284717772
302.0,19293294.77686916,0.7760602804039822,19425453.935185187,0.7976103625204848
303.0,19193420.675233644,0.7698601565629662,18783406.296296295,0.7864328812056316
304.0,19946623.55724299,0.7932274814517941,19060854.842592593,0.7846420454393731
305.0,19215903.754088785,0.7909469642476549,19267941.314814813,0.7750282789038407
306.0,19061023.86682243,0.8080674483926433,18611875.23148148,0.7973336461285037
307.0,19492013.15478972,0.7745836079519635,19088685.24537037,0.7394305152601215
308.0,19308370.09228972,0.7844498392484687,19115440.592592593,0.7416142222282813
309.0,20681793.293224297,0.7855073945466374,19018075.361111112,0.734869920444445
310.0,19187200.042056076,0.7806352247425795,19280395.916666668,0.8038886184295571
311.0,19162340.139018692,0.7882400256100889,19564685.125,0.7889287704585832
312.0,20620407.707943924,0.7578263053811026,20091630.361111112,0.7421734257977952
313.0,19450401.59170561,0.7601447308291708,18437968.416666668,0.8607277728448132
314.0,19319958.21787383,0.8088875393752496,22754677.680555556,0.7882926720188043
315.0,18782449.92873832,0.7792428830323725,20622915.425925925,0.7957398001764638
316.0,19292633.547313083,0.7785879745789395,19891811.166666668,0.7786122570836156
317.0,19781079.021028038,0.7901911403346755,19426369.407407407,0.7778111512482262
318.0,18920324.209696263,0.7551013677185899,20662565.069444444,0.6692862559957689
319.0,19092090.715537384,0.7877241751921901,19517107.958333332,0.8047410952540358
320.0,18602775.85630841,0.8076985992175608,19121581.287037037,0.7989427862853475
321.0,18693925.297897197,0.796458388328903,20163630.694444444,0.8128412085389921
322.0,18624976.56775701,0.8001961099235211,19709929.009259257,0.8379452439583299
323.0,19076634.25350467,0.7706957062295409,19008259.217592593,0.7955033299058413
324.0,18657718.82126168,0.789988383990797,19403080.078703705,0.8157945372483226
325.0,18800490.56308411,0.7832112471547906,20137498.62962963,0.7257496247696607
326.0,18441559.890186917,0.791101842099151,20297153.00462963,0.7968237580363478
327.0,20308353.44626168,0.7893212075616174,20740205.87962963,0.7788815957345377
328.0,18941910.64953271,0.7969148535510616,20664529.828703705,0.752511314130539
329.0,19281360.296728972,0.768864071722887,20963699.185185187,0.6966660639716663
330.0,18533187.06775701,0.7908823789658096,20281214.416666668,0.7983571748959124
331.0,19244234.569509346,0.7855518560248593,21153771.592592593,0.8082111624099787
332.0,18887826.704439253,0.7932811562385941,21002149.027777776,0.7254063225430353
333.0,19054565.31191589,0.7827310537993464,19822466.203703705,0.817871252598475
334.0,17977639.27015187,0.800825625784781,19671269.240740743,0.7453315380675705
335.0,18101344.667056076,0.8054957278415578,19604554.074074075,0.7892777034811816
336.0,18637030.89953271,0.7912483848034818,19859699.0,0.8242330536021164
337.0,18544502.88376168,0.8069983237820427,20355503.203703705,0.7238515656048945
338.0,18399686.33936916,0.809554882419846,21626424.740740743,0.7739956368636819
339.0,18182718.299065422,0.7688144695097608,21708949.296296295,0.7767947034387475
340.0,18440745.577102803,0.7694165713337504,20715888.64814815,0.7468334981401611
341.0,18279016.563668225,0.7991867480999277,18689437.967592593,0.7656864418744236
342.0,18591981.000292055,0.8056972072014875,20572418.236111112,0.735757395226017
343.0,20418836.922897197,0.7518015593513584,19494958.00462963,0.7148124705535998
344.0,18697130.80724299,0.7743340826680516,20826300.050925925,0.796186462848563
345.0,18344810.935747664,0.802647664777444,20981344.37037037,0.7542898742165901
346.0,18606628.702102803,0.8200209959541117,20689051.574074075,0.7392696852158878
347.0,19095628.19100467,0.7644516865813966,21022615.157407407,0.8103938423275984
348.0,18711355.263434578,0.8030703363507419,22321858.64351852,0.8041115022778504
349.0,18051402.091121495,0.7928915256218394,20086615.407407407,0.8327275088773235
350.0,18960406.44275701,0.7985983922627319,19801685.407407407,0.8328205013861437
351.0,18757503.835280374,0.7806751746966151,19207083.347222224,0.8455393288852443
352.0,18204144.740070093,0.7550231363146968,19818034.212962963,0.7506690631206945
353.0,18208473.976635516,0.7742163455021708,20879560.37962963,0.6577175650196884
354.0,18534010.853971962,0.7936973673771222,21494883.14814815,0.8171393956357037
355.0,18146503.44100467,0.7943888752011036,20576904.314814813,0.8273751366735017
356.0,18823414.06834112,0.784512741802894,22532758.64814815,0.7772412088900467
357.0,17967165.700934578,0.7904597700124636,21085907.592592593,0.7634489636345114
358.0,17936873.898364484,0.8192517205152011,19542277.775462963,0.7946081536070494
359.0,18599018.94567757,0.8042362495193955,21182730.509259257,0.7292916224651316
360.0,17829702.87850467,0.7937380359311411,20664605.555555556,0.7863905371502432
361.0,18234785.0864486,0.7922951307839294,20304817.990740743,0.7920676763023455
362.0,18371378.14953271,0.8047013068222623,20393179.969907407,0.8115359190792537
363.0,18150746.642523363,0.7751487962333702,20032889.657407407,0.8082681316140876
364.0,17732398.831775703,0.7953767295203712,20586578.87037037,0.8250561678802634
365.0,18212119.21787383,0.8099302863877625,22244571.62037037,0.7257722088796457
366.0,18482230.89953271,0.8099462619046407,20656661.14814815,0.8015467468063852
367.0,17513123.341121495,0.8058842693636968,20758784.115740743,0.7426448099768299
368.0,17773358.21728972,0.8087548309604442,19605950.458333332,0.7601198127436456
369.0,18108993.797313083,0.7774262500226862,20975901.787037037,0.7681564504578113
370.0,17384391.801985983,0.8074041235945614,20704784.89814815,0.7692722179104322
